State,Name,Link
Alaska,Fairbanks Daily News-Miner,https://www.newsminer.com/
Alaska,Juneau Empire,https://www.juneauempire.com/
Alaska,Ketchikan Daily News,https://www.ketchikandailynews.com/
Alaska,Kodiak Daily Mirror,https://www.kodiakdailymirror.com/
Alaska,Peninsula Clarion,https://www.peninsulaclarion.com/
Alaska,Alaska Journal of Commerce,https://www.alaskajournal.com/
Alaska,Alaska Star,https://www.alaskastar.com/
Alaska,Anchorage Press,https://www.anchoragepress.com/
Alaska,Arctic Sounder,https://www.thearcticsounder.com/
Alaska,Bristol Bay Times,https://www.thebristolbaytimes.com/
Alaska,Chilkat Valley News,https://www.chilkatvalleynews.com/
Alaska,Cordova Times,https://www.thecordovatimes.com/
Alaska,The Delta Discovery,https://deltadiscovery.com/
Alaska,Delta Wind,https://www.deltawindonline.com/
Alaska,Dutch Harbor Fisherman,https://www.thedutchharborfisherman.com/
Alaska,Homer News,https://www.homernews.com/
Alaska,The Nome Nugget,http://www.nomenugget.com/
Alaska,Petersburg Pilot,https://www.petersburgpilot.com/
Alaska,Petroleum News,https://www.petroleumnews.com/
Alaska,Seward Journal,https://www.sewardjournal.com/
Alaska,Seward Phoenix Log,http://www.thesewardphoenixlog.com/
Alaska,Tundra Drums,http://www.thetundradrums.com/
Alaska,The Valdez Star,http://www.valdezstar.net/
Alaska,Wrangell Sentinel,https://www.wrangellsentinel.com/
Arizona,Arizona Business Daily,https://azbusinessdaily.com/
Arizona,Arizona Daily Independent,https://arizonadailyindependent.com/
Arizona,Arizona Daily Star,https://tucson.com/
Arizona,Arizona Daily Sun,https://azdailysun.com/
Arizona,The Arizona Republic,https://www.azcentral.com/
Arizona,The Daily Courier,https://www.dcourier.com/
Arizona,Daily Independent-Independent Newsmedia,https://newszap.com/
Arizona,The Daily Territorial,https://dailyterritorial.com/
Arizona,The Kingman Daily Miner,https://kdminer.com/
Arizona,Mohave Valley Daily News,https://mohavedailynews.com/
Arizona,Sierra Vista Herald,https://www.myheraldreview.com/
Arizona,Yuma Sun,https://www.yumasun.com/site/
Arizona,Ahwatukee Foothills News,https://www.ahwatukee.com/
Arizona,Ajo Copper News,http://cunews.info/
Arizona,Arizona Capitol Times,https://azcapitoltimes.com/
Arizona,Arizona City Independent,https://www.pinalcentral.com/arizona_city_independent/
Arizona,Asian American Times,http://asianamericantimes.us/
Arizona,Bisbee Observer,https://thebisbeeobserver.com/
Arizona,Camp Verde Bugle,https://www.verdenews.com/news/camp-verde-bugle/
Arizona,The Copper Era,https://www.eacourier.com/copper_era/
Arizona,East Valley Tribune,https://www.eastvalleytribune.com/
Arizona,Eastern Arizona Courier,https://www.eacourier.com/
Arizona,Gila Bend Sun,http://www.gilabendsun.com/
Arizona,Green Valley News & Sun,https://www.gvnews.com/
Arizona,The Independent Newspapers,http://www.theindependentnewspapers.com/
Arizona,InMaricopa,https://www.inmaricopa.com/
Arizona,Inside Tucson Business,https://www.insidetucsonbusiness.com/
Arizona,Lake Powell Chronicle,https://lakepowellchronicle.com/
Arizona,Mountain View News,https://www.mtnviewsnews.com/
Arizona,Navajo-Hopi Observer,https://www.nhonews.com/
Arizona,Navajo Times,https://navajotimes.com/
Arizona,Nogales International,https://www.nogalesinternational.com/
Arizona,The Northwest Explorer,https://www.northwestexplorer.org/
Arizona,Parker Pioneer,https://www.parkerpioneer.net/
Arizona,Payson Roundup,https://www.paysonroundup.com/
Arizona,Peoria Times,https://www.peoriatimes.com/
Arizona,Phoenix Business Journal,https://www.bizjournals.com/phoenix/
Arizona,Phoenix New Times,https://www.phoenixnewtimes.com/
Arizona,Prescott Valley Tribune,https://www.dcourier.com/news/prescott-valley-tribune/
Arizona,The Record Reporter,https://www.recordreporter.com/
Arizona,Sedona Red Rock News,http://www.redrocknews.com/
Arizona,Sonoran News,http://sonorannews.com/
Arizona,The Tombstone News,https://thetombstonenews.com/
Arizona,Tucson Weekly,https://www.tucsonweekly.com/
Arizona,Verde Independent,https://www.verdenews.com/
Arizona,West Valley View,https://www.westvalleyview.com/
Arizona,White Mountain Independent,https://www.wmicentral.com/
Arizona,The Wickenburg Sun,https://wickenburgsun.com/
Arizona,Williams-Grand Canyon News,https://www.williamsnews.com/
Arkansas,Batesville Daily Guard,https://www.guardonline.com/
Arkansas,The Camden News,https://www.camdenarknews.com/
Arkansas,Log Cabin Democrat,https://www.thecabin.net/
Arkansas,El Dorado News-Times,https://www.eldoradonews.com/
Arkansas,Northwest Arkansas Democrat-Gazette,https://www.nwaonline.com/
Arkansas,Southwest Times Record,https://www.swtimes.com/
Arkansas,The Harrison Daily Times,https://harrisondaily.com/
Arkansas,Hot Springs Sentinel-Record,https://www.hotsr.com/
Arkansas,The Jonesboro Sun,https://www.jonesborosun.com/
Arkansas,Arkansas Democrat-Gazette,https://www.arkansasonline.com/
Arkansas,The Baxter Bulletin,https://www.baxterbulletin.com/
Arkansas,Paragould Daily Press,https://www.paragoulddailypress.com/
Arkansas,The Courier,https://www.couriernews.com/
Arkansas,The Daily Citizen,https://www.thedailycitizen.com/
Arkansas,Stuttgart Daily Leader,https://www.stuttgartdailyleader.com/
Arkansas,Texarkana Gazette,https://www.texarkanagazette.com/
Arkansas,Little River Post,https://www.littleriverpost.com/
Arkansas,The Johnson County Graphic,https://www.thegraphic.org/
Arkansas,The Ashley News Observer,https://www.ashleynewsobserver.com/
Arkansas,Yell County Record,https://www.theyellcountyrecord.com/
Arkansas,Dardanelle Post-Dispatch,https://www.dardanellepostdispatch.com/
Arkansas,DeWitt Era Enterprise,https://www.dewitt-ee.com/
Arkansas,Washington County Enterprise-Leader,https://wcel.nwaonline.com/
Arkansas,The Ashley County Ledger,https://www.ashleycountyledger.com/
Arkansas,The Sun-Times,https://www.thesuntimes.com/
Arkansas,The Helena World,https://www.helenaworld.org/
Arkansas,Hot Springs Village Voice,https://www.hsvvoice.com/
Arkansas,The Chicot County Spectator/Eudora Enterprise,https://www.chicotnewspapers.com/
Arkansas,Arkansas Times,https://arktimes.com/
Arkansas,Petit Jean Country Headlight,https://www.headlightnews.com/
California,San Jose Mercury News,https://www.mercurynews.com/
California,Los Angeles Times,https://www.latimes.com/
California,The Sacramento Bee,https://www.sacbee.com/
California,The Orange County Register,https://www.ocregister.com/
California,Contra Costa Times,https://www.eastbaytimes.com/
California,San Francisco Chronicle,https://www.sfchronicle.com/
California,The Fresno Bee,https://www.fresnobee.com/
California,Investor's Business Daily,https://www.investors.com/
California,The San Diego Union-Tribune,https://www.sandiegouniontribune.com/
California,La Opinión,https://laopinion.com/
California,The Press-Enterprise,https://www.pe.com/
California,San Francisco Examiner,https://www.sfexaminer.com/
California,The Record,https://www.recordnet.com/
California,San Gabriel Valley Tribune,https://www.sgvtribune.com/
California,The Daily Breeze,https://www.dailybreeze.com/
California,The Modesto Bee,https://www.modbee.com/
California,Los Angeles Daily News,https://www.dailynews.com/
California,The Press Democrat,https://www.pressdemocrat.com/
California,Long Beach Press-Telegram,https://www.presstelegram.com/
California,Inland Valley Daily Bulletin,https://www.dailybulletin.com/
California,The Desert Sun,https://www.desertsun.com/
California,Redding Record Searchlight,https://www.redding.com/
California,Chico Enterprise-Record,https://www.chicoer.com/
California,Santa Monica Daily Press,https://www.smdp.com/
California,Santa Barbara News-Press,https://newspress.com/
California,The Monterey County Herald,https://www.montereyherald.com/
California,DailyPress,https://www.vvdailypress.com/
California,Times-Standard,https://www.times-standard.com/
California,Bakersfield Californian,https://www.bakersfield.com/
California,Palo Alto Daily Post,https://padailypost.com/
California,Visalia Times-Delta/Tulare Advance-Register,https://www.visaliatimesdelta.com/
California,Merced Sun-Star,https://www.mercedsunstar.com/
California,The Mendocino Voice,https://mendovoice.com/
California,Lodi News-Sentinel,https://www.lodinews.com/
California,Appeal-Democrat,https://www.appeal-democrat.com/
California,Napa Valley Register,https://napavalleyregister.com/
California,Daily News,https://www.dailynews.com/
California,The Salinas Californian,https://www.thecalifornian.com/
California,Manteca Bulletin,https://www.mantecabulletin.com/
California,Asbarez,https://asbarez.com/
California,Pasadena Star-News,https://www.pasadenastarnews.com/
California,The Porterville Recorder,https://www.recorderonline.com/
California,The Daily Independent,https://www.ridgecrestca.com/
California,San Mateo Daily Journal,https://www.smdailyjournal.com/
California,Santa Clarita Valley Signal,https://signalscv.com/
California,Santa Cruz Sentinel,https://www.santacruzsentinel.com/
California,Ventura County Star,https://www.vcstar.com/
California,The Daily Democrat,https://www.dailydemocrat.com/
California,Whittier Daily News,https://www.whittierdailynews.com/
Colorado,The Denver Post,https://www.denverpost.com/
Colorado,The Gazette,https://gazette.com/
Colorado,Daily Camera,https://www.dailycamera.com/
Colorado,The Pueblo Chieftain,https://www.chieftain.com/
Colorado,The Daily Sentinel,https://www.gjsentinel.com/
Colorado,Daily Times-Call,https://www.timescall.com/
Colorado,The Coloradoan,https://www.coloradoan.com/
Colorado,Reporter-Herald,https://www.reporterherald.com/
Colorado,The Durango Herald,https://www.durangoherald.com/
Colorado,Cañon City Daily Record,https://www.canoncitydailyrecord.com/
Colorado,Ag Journal Online,https://www.lajuntatribunedemocrat.com/agjournal/
Colorado,Akron News-Reporter,https://www.akronnewsreporter.com/
Colorado,Aspen Daily News,https://www.aspendailynews.com/
Colorado,The Aspen Times,https://www.aspentimes.com/
Colorado,Aurora Sentinel,https://sentinelcolorado.com/
Colorado,Berthoud Weekly Surveyor,https://berthoudsurveyor.com/
Colorado,BizWest,https://bizwest.com/
Colorado,Boulder Weekly,https://www.boulderweekly.com/
Colorado,Brighton Standard Blade,http://www.thebrightonblade.com/
Colorado,Broomfield Enterprise,https://www.broomfieldenterprise.com/
Colorado,Brush News-Tribune,https://www.brushnewstribune.com/
Colorado,Burlington Record,https://www.burlington-record.com/
Colorado,Canyon Courier,https://www.canyoncourier.com/
Colorado,Center Post Dispatch,https://www.centerpostdispatch.com/
Colorado,The Castle Pines Connection,https://www.castlepinesconnection.com/
Colorado,The Chaffee County Times,https://www.chaffeecountytimes.com/
Colorado,The Chronicle-News.com,http://www.thechronicle-news.com/
Colorado,Colorado Daily,https://www.coloradodaily.com/
Colorado,Colorado Hometown Weekly,https://www.coloradohometownweekly.com/
Colorado,The Colorado Springs Business Journal,https://www.csbj.com/
Colorado,Colorado Springs Independent,https://www.csindy.com/
Colorado,Colorado Sun,https://coloradosun.com/
Colorado,Commerce City Sentinel Express,https://commercecitysentinel.com/
Colorado,The Conejos County Citizen,https://www.conejoscountycitizen.com/
Colorado,The Craig Press,https://www.craigdailypress.com/
Colorado,The Crested Butte News,https://crestedbuttenews.com/
Colorado,The Denver North Star,https://www.denvernorthstar.com/
Colorado,Douglas County News-Press,https://douglascountynewspress.net/
Colorado,Dove Creek Press,https://www.dovecreekpress.com/
Colorado,The Durango Telegraph,https://www.durangotelegraph.com/
Colorado,El Paso County Advertiser and Fountain Valley News,https://www.epcan.com/
Colorado,Estes Park Trail-Gazette,https://www.eptrail.com/
Colorado,The Flume: The Park County Republican & Fairplay Flume,https://www.theflume.com/
Colorado,Fort Lupton Press,https://www.ftluptonpress.com/
Colorado,Fort Morgan Times,https://www.fortmorgantimes.com/
Colorado,The Fowler Tribune,https://www.fowlertribune.com/section/news
Colorado,Glendale Cherry Creek Chronicle,https://glendalecherrycreek.com/
Colorado,Gorizont,https://www.gorizont.com/
Colorado,The Greeley Tribune,https://www.greeleytribune.com/
Colorado,Gunnison Country Times,https://www.gunnisontimes.com/
Colorado,Haxtun-Fleming Herald,https://www.hfherald.com/
Colorado,High Country News,https://www.hcn.org/
Colorado,Intermountain Jewish News,https://www.ijn.com/
Colorado,The Johnstown Breeze,https://myjohnstownbreeze.com/
Colorado,The Journal,https://www.the-journal.com/
Colorado,Journal-Advocate,https://www.journal-advocate.com/
Colorado,Julesburg Advocate,https://www.julesburgadvocate.com/
Colorado,Kiowa County Press,https://kiowacountypress.net/
Colorado,La Junta Tribune Democrat,https://www.lajuntatribunedemocrat.com/
Colorado,La Prensa de Colorado,https://laprensadecolorado.com/
Colorado,La Voz Bilingüe,http://www.lavozcolorado.com/
Colorado,Lamar Ledger,https://www.lamarledger.com/
Colorado,Law Week Colorado,https://www.lawweekcolorado.com/
Colorado,Life on Capitol Hill,https://www.lifeoncaphill.com/
Colorado,The Lyons Recorder,https://lyonsrecorder.org/
Colorado,Monte Vista Journal,https://www.montevistajournal.com/
Colorado,Montrose Mirror Online Newsblast,http://montrosemirror.com/
Colorado,Montrose Press,https://www.montrosepress.com/
Colorado,The Mountain Ear,https://www.themtnear.com/
Colorado,The Mountain Jackpot,https://www.mountainjackpot.com/
Colorado,The Mountain Mail,https://www.themountainmail.com/
Colorado,North Denver Tribune,http://northdenvertribune.com/
Colorado,North Forty News,https://northfortynews.com/
Colorado,Ouray County Plaindealer,https://www.ouraynews.com/
Colorado,Our Community News,https://www.ocn.me/
Colorado,Out Front Colorado,https://www.outfrontmagazine.com/
Colorado,The Pagosa Springs Sun,https://pagosasun.com/
Colorado,The Pikes Peak Courier,https://gazette.com/pikespeakcourier/
Colorado,Pine River Times,https://www.durangoherald.com/pine-river-times/
Colorado,Post Independent Citizen Telegram,https://www.postindependent.com/
Colorado,Rio Blanco Herald Times,https://www.theheraldtimes.com/
Colorado,The Rocky Mountain Collegian,https://collegian.com/
Colorado,Sangre de Cristo Sentinel,https://sangredecristosentinel.com/
Colorado,Silverton Standard & The Miner,https://www.silvertonstandard.com/
Colorado,Sky-Hi News,https://www.skyhinews.com/
Colorado,Steamboat Pilot & Today,https://www.steamboatpilot.com/
Colorado,Summit Daily News,https://www.summitdaily.com/
Colorado,Telluride Daily Planet,https://www.telluridenews.com/
Colorado,The Sopris Sun,https://www.soprissun.com/
Colorado,The Telluride Watch,https://www.telluridenews.com/the_watch/
Colorado,The Tribune,https://www.greeleytribune.com/
Colorado,Vail Daily,https://www.vaildaily.com/
Colorado,Washington Park Profile,https://washparkprofile.com/
Colorado,The Westside Pioneer,https://www.westsidepioneer.com/
Colorado,Westword,https://www.westword.com/
Colorado,Wet Mountain Tribune,https://wetmountaintribune.com/
Colorado,World Journal,https://worldjournalnewspaper.com/
Colorado,Yellow Scene Magazine,https://yellowscene.com/
Connecticut,CTNewsJunkie,https://ctnewsjunkie.com/
Connecticut,The Advocate,https://www.stamfordadvocate.com/
Connecticut,The Bristol Press,http://www.bristolpress.com/
Connecticut,The Bulletin,https://www.norwichbulletin.com/
Connecticut,the Chronicle,https://www.thechronicle.com/
Connecticut,The Connecticut Examiner,https://ctexaminer.com/
Connecticut,The Connecticut Mirror,https://ctmirror.org/
Connecticut,Connecticut Post,https://www.ctpost.com/news/
Connecticut,The Day,https://www.theday.com/
Connecticut,Greenwich Time,https://www.greenwichtime.com/
Connecticut,Hartford Courant,https://www.courant.com/
Connecticut,New Britain Herald,http://www.newbritainherald.com/
Connecticut,The Hour,https://www.thehour.com/
Connecticut,Journal Inquirer,https://www.journalinquirer.com/
Connecticut,The Middletown Press,https://www.middletownpress.com/
Connecticut,New Haven Register,https://www.nhregister.com/
Connecticut,The News-Times,https://www.newstimes.com/
Connecticut,Record-Journal,https://www.myrecordjournal.com/
Connecticut,The Register Citizen,https://www.registercitizen.com/
Connecticut,Republican-American,https://www.rep-am.com/
Connecticut,Afroasia Newspaper,https://asianewspaper.co/tag/ct/
Connecticut,The Bloomfield Messenger,https://bloomfieldmessenger.com/
Connecticut,The Chronicle Weekly,https://www.thechronicle.com/
Connecticut,The Commercial Record,https://www.commercialrecord.com/
Connecticut,The Darien Times,https://www.darientimes.com/
Connecticut,Darien News-Review,https://www.darientimes.com/
Connecticut,East Hartford Gazette,https://www.ehgazette.com/
Connecticut,East Haddam News,http://www.easthaddamnews.org/
Connecticut,Fairfield Citizen-News,https://www.fairfieldcitizenonline.com/
Connecticut,Glastonbury Citizen,https://glcitizen.com/
Connecticut,Huntington Herald,https://www.sheltonherald.com/
Connecticut,The New Canaan News,https://www.ncadvertiser.com/
Connecticut,Newington Town Crier,http://www.newingtontowncrier.com/
Connecticut,The Newtown Bee,https://www.newtownbee.com/
Connecticut,Northend Agents,https://www.northendagents.com/
Connecticut,The Ridgefield Press,https://www.theridgefieldpress.com/
Connecticut,Shoreline Times,https://www.ctinsider.com/shoreline/
Connecticut,"Sol, El",https://www.elsolnews.com/
Connecticut,Trumbull Times,https://www.trumbulltimes.com/
Connecticut,Valley News,https://www.vnews.com/
Connecticut,West Hartford News,http://www.westhartfordnews.com/
Connecticut,The Weston Forum,https://westontoday.news/
Connecticut,Westport News,https://www.westport-news.com/
Connecticut,The Wilton Bulletin,https://www.wiltonbulletin.com/
Connecticut,Windsor Journal,https://thewindsorjournal.com/
Connecticut,Windsor Locks Journal,https://thewindsorlocksjournal.com/
Delaware,Cape Gazette,https://www.capegazette.com/
Delaware,Delaware Free News,https://delawarefreenews.org/
Delaware,The Emerald Times,https://theemeraldtimes.com/
Delaware,High Tide News,https://hightidenews.com/
Delaware,HOY en Delaware,http://hoyendelaware.com/
Delaware,Middletown Transcript,https://www.middletowntranscript.com/
Delaware,Milford Beacon,https://www.milfordbeacon.com/
Delaware,The News Journal,https://www.delawareonline.com/
Delaware,Newark Post,https://www.newarkpostonline.com/
Delaware,New Castle Weekly,https://www.newcastleweekly.com/
Delaware,EL Tiempo Hispano,https://www.eltiempohispano.com/
Florida,Apopka Chief & Planter,https://theapopkachief.com/
Florida,Bradenton Herald,https://www.bradenton.com/
Florida,Bradenton Times,https://thebradentontimes.com/
Florida,Brevard Business News,http://www.brevardbusinessnews.com/
Florida,Business Observer,https://www.businessobserverfl.com/
Florida,Citrus County Chronicle,https://www.chronicleonline.com/
Florida,Creative Loafing Tampa,http://www.cltampa.com/
Florida,Daily Commercial,https://www.dailycommercial.com/
Florida,Daytona Beach News-Journal,https://www.news-journalonline.com/
Florida,El Nuevo Herald,https://www.elnuevoherald.com/
Florida,Financial News & Daily Record,https://www.jaxdailyrecord.com/
Florida,Florida Daily Post,https://floridadailypost.com/
Florida,Florida Keys Keynoter,https://www.flkeysnews.com/
Florida,Florida Sentinel Bulletin,https://flsentinel.com/
Florida,Florida Star,https://www.thefloridastar.com/
Florida,Florida Times-Union,https://www.jacksonville.com/
Florida,Florida Today,https://www.floridatoday.com/
Florida,Floridian Newspaper,https://floridianpress.com/
Florida,Folio Weekly,https://folioweekly.com/
Florida,Fort Myers Beach Observer,https://www.fortmyersbeachtalk.com/
Florida,Gainesville Sun,https://www.gainesville.com/
Florida,Hernando Sun,https://www.hernandosun.com/
Florida,Integrate News,http://www.integratenews.com/
Florida,Jackson County Times,https://jacksoncountytimes.net/
Florida,Jacksonville Daily Record,https://www.jaxdailyrecord.com/
Florida,Knowhere Treasure Coast,https://knowherenews.com/tc/
Florida,Lake City Reporter,https://www.lakecityreporter.com/
Florida,Le Courrier de Floride,https://courrierdesameriques.com/floride/
Florida,Le Soleil de la Floride,https://www.lesoleildelafloride.com/
Florida,Ledger,https://www.theledger.com/
Florida,Lehigh Acres Citizen,https://www.lehighacrescitizen.com/
Florida,Miami Herald,https://www.miamiherald.com/
Florida,Miami New Times,https://www.miaminewtimes.com/
Florida,Miami Today,https://www.miamitodaynews.com/
Florida,Naples Daily News,https://www.naplesnews.com/
Florida,Navarre Beach News,https://navarrepress.com/
Florida,Navarre Press,https://navarrepress.com/
Florida,New Times Broward-Palm Beach,https://www.browardpalmbeach.com/
Florida,News Chief,https://www.newschief.com/
Florida,News Herald,https://www.newsherald.com/
Florida,News-Press,https://www.news-press.com/
Florida,Northwest Florida Daily News,https://www.nwfdailynews.com/
Florida,Orlando Sentinel,https://www.orlandosentinel.com/
Florida,Orlando Times,http://www.orlando-times.com/index.html
Florida,Orlando Weekly,https://www.orlandoweekly.com/
Florida,Ormond Beach Observer,https://www.ormondbeachobserver.com/
Florida,Osceola News–Gazette,https://www.aroundosceola.com/
Florida,Palatka Daily News,https://www.palatkadailynews.com/
Florida,Palm Beach Daily News,https://www.palmbeachdailynews.com/
Florida,Palm Beach Post,https://www.palmbeachpost.com/
Florida,Palm Coast Observer,https://www.palmcoastobserver.com/
Florida,Pensacola News Journal,https://www.pnj.com/
Florida,Plant City Times & Observer,https://www.plantcityobserver.com/
Florida,St. Augustine Record,https://www.staugustine.com/
Florida,Sarasota Herald-Tribune,https://www.heraldtribune.com/
Florida,South Florida Sun-Times - Hollywood,https://www.southfloridasuntimes.com/
Florida,South Santa Rosa News,https://ssrnews.com/
Florida,Space Coast Daily,https://spacecoastdaily.com/
Florida,Sun-Sentinel,https://www.sun-sentinel.com/
Florida,Tallahassee Democrat,https://www.tallahassee.com/
Florida,Tampa Bay Times,https://www.tampabay.com/
Florida,The Villages Daily Sun,https://www.thevillagesdailysun.com/
Florida,West Orange Times & Observer,https://www.orangeobserver.com/
Florida,Windermere Sun,https://www.windermeresun.com/
Florida,Zephyrhills News,https://thezephyrhillsnewsonline.com/
Georgia,Albany Herald,https://www.albanyherald.com/
Georgia,Alma Times,http://www.thealmatimes.com/
Georgia,Americus Times-Recorder,https://www.americustimesrecorder.com/
Georgia,Atkinson County Citizen,https://www.atkinsoncountycitizennewspaper.com/
Georgia,Atlanta Daily World,https://atlantadailyworld.com/
Georgia,Atlanta Inquirer,https://atlinq.com/
Georgia,Atlanta Journal-Constitution,https://www.ajc.com/
Georgia,Atlanta Voice,https://www.theatlantavoice.com/
Georgia,Augusta Chronicle,https://www.augustachronicle.com/
Georgia,Barnesville Herald-Gazette,https://barnesville.com/
Georgia,Berrien Press,https://www.theberrienpress.com/
Georgia,Blackshear Times,http://www.theblacksheartimes.com/
Georgia,Brunswick News,https://thebrunswicknews.com/
Georgia,Bryan County News,https://www.bryancountynews.com/
Georgia,Cairo Messenger,https://www.cairomessenger.com/
Georgia,Champion Newspaper,http://thechampionnewspaper.com/
Georgia,Charlton County Herald,http://www.charltoncountyherald.com/
Georgia,Cherokee Tribune & Ledger,https://www.tribuneledgernews.com/
Georgia,Citizen,https://thecitizen.com/
Georgia,Clayton News,https://www.news-daily.com/
Georgia,Clayton Tribune,https://www.theclaytontribune.com/
Georgia,Clinch County News,https://www.theclinchcountynews.com/
Georgia,Coastal Courier,https://coastalcourier.com/
Georgia,Cordele Dispatch,https://www.cordeledispatch.com/
Georgia,Courier Herald,https://courierheraldtoday.com/
Georgia,Covington News,https://www.covnews.com/
Georgia,Creative Loafing,https://creativeloafing.com/homepage
Georgia,Dahlonega Nugget,https://www.thedahloneganugget.com/
Georgia,Daily Citizen,https://www.dailycitizen.news/
Georgia,Donalsonville News,https://www.donalsonvillenews.com/
Georgia,Early County News,https://www.earlycountynews.com/
Georgia,Effingham Herald,https://www.effinghamherald.net/
Georgia,Elberton Star,https://www.elberton.com/
Georgia,Forsyth County News,https://www.forsythnews.com/
Georgia,Franklin County Citizen-Leader,https://www.franklincountycitizen.com/
Georgia,George-Anne,https://thegeorgeanne.com/
Georgia,Gwinnett Daily Post,https://www.gwinnettdailypost.com/
Georgia,Hartwell Sun,https://www.thehartwellsun.com/
Georgia,Henry Herald,https://www.henryherald.com/
Georgia,Herald-Leader,https://www.herald-leader.net/
Georgia,Houston Home Journal,https://hhjonline.com/
Georgia,Jackson Progress-Argus,https://www.jacksonprogress-argus.com/
Georgia,Jeff Davis Ledger,https://www.jdledger.com/
Georgia,Jones County News,https://www.jcnews.com/
Georgia,LaGrange Daily News,https://lagrangenews.com/
Georgia,Lake Oconee Breeze,https://www.lakeoconeebreeze.net/
Georgia,Lanier County News,https://www.laniercountynewsonline.com/
Georgia,Ledger-Enquirer,https://www.ledger-enquirer.com/
Georgia,Marietta Daily Journal,https://www.mdjonline.com/
Georgia,Miller County Liberal,https://www.millercountyliberal.com/
Georgia,Morgan County Citizen,https://www.morgancountycitizen.com/
Georgia,Metter Advertiser,http://www.metteradvertiser.com/
Georgia,Monticello News,https://themonticellonews.com/
Georgia,Moultrie Observer,https://www.moultrieobserver.com/
Georgia,Newnan Times-Herald,https://times-herald.com/
Georgia,News-Observer,https://www.thenewsobserver.com/
Georgia,News-Reporter,https://www.news-reporter.com/
Georgia,Northeast Georgian,https://www.thenortheastgeorgian.com/
Georgia,Ocilla Star,https://www.theocillastar.com/
Georgia,Post-Searchlight,https://thepostsearchlight.com/
Georgia,Quitman Free Press,https://www.thequitmanfreepress.com/
Georgia,Red and Black,https://www.redandblack.com/
Georgia,Rockdale-Newton Citizen,https://www.rockdalenewtoncitizen.com/
Georgia,Savannah Morning News,https://www.savannahnow.com/
Georgia,Statesboro Herald,https://www.statesboroherald.com/
Georgia,Technique,https://nique.net/
Georgia,Telegraph,https://www.macon.com/
Georgia,Thomasville Times-Enterprise,https://www.timesenterprise.com/
Georgia,Tifton Gazette,https://www.tiftongazette.com/
Georgia,Times-Courier,https://www.timescourier.com/
Georgia,Times-Georgian,https://www.times-georgian.com/
Georgia,Toccoa Record,https://www.thetoccoarecord.com/
Georgia,Tribune and Georgian,https://www.tribune-georgian.com/
